"reviews_per_month";"name";"host_name";"neighbourhood_group";"neighbourhood";"latitude";"longitude";"room_type";"price";"minimum_nights";"number_of_reviews";"calculated_host_listings_count";"availability_365"
4.26;"Paradise in New York City 2";"Shama";"Manhattan";"Harlem";40.82269;-73.94969;"Entire home/apt";247;2;24;2;263
2.98;"AFFORDABLE LUXURY...ENTIRE APARTMENT @ Its Best!";"Festus Atu";"Manhattan";"Inwood";40.86856;-73.92623;"Entire home/apt";300;1;12;2;357
1.95;"Master bedroom in Bedstuy";"Olabimpe";"Brooklyn";"Bedford-Stuyvesant";40.69079;-73.93115;"Private room";80;3;11;4;160
3.09;"Huge Apartment & Private Bathroom, Upper East Side";"Jonathan";"Manhattan";"Upper East Side";40.76521;-73.96337;"Private room";99;3;14;1;44
13.3;"6 minutes from JFK Private Bedroom/Bathroom";"Lakshmee";"Queens";"Springfield Gardens";40.6667;-73.78469;"Private room";100;1;86;8;335
1.5;"HOME AWAY";"Ismail";"Brooklyn";"Crown Heights";40.67637;-73.91352;"Private room";60;1;6;1;327
0.0;"nice suite available in victorian home.";"Davied";"Queens";"Bayswater";40.61127;-73.76451;"Private room";105;5;0;1;180
0.26;"Shared Room 4 FEMALE Guests 30mins to Manhattan-3";"Abby";"Brooklyn";"Sheepshead Bay";40.59726;-73.95951;"Shared room";40;3;1;10;281
1.59;"1 bedroom spacious and bright apt near SOHO";"Steven";"Manhattan";"Chinatown";40.71744;-73.99559;"Entire home/apt";189;2;10;1;35
1.06;"Times Square 3bedroom";"Chemme";"Manhattan";"Hell's Kitchen";40.76186;-73.99608;"Entire home/apt";300;2;5;4;173
0.0;"Manhattan second unit";"Sara";"Manhattan";"Upper West Side";40.77783;-73.98433;"Shared room";199;3;0;2;95
4.06;"Cozy Sun Drenched Full Apt.  30 mins from City";"Beverline";"Bronx";"East Morrisania";40.83026;-73.89102;"Entire home/apt";200;1;26;3;80
1.55;"Elegant & Quiet & Convenient �?約清雅居,地�?�公車便利,步行3分�?�到超市";"Jane";"Queens";"Ozone Park";40.68757;-73.85084;"Private room";44;1;3;3;119
15.23;"6 Minutes From JFK Airport Cozy Bedroom";"Lakshmee";"Queens";"Jamaica";40.668;-73.78477;"Private room";30;1;98;8;189
0.0;"Awesome 1 bedroom near Flatiron 30 day minimum.";"Blanca";"Manhattan";"Midtown";40.74366;-73.98343;"Entire home/apt";145;30;0;1;151
3.35;"Comfy room in the Heart of Bushwick";"John";"Brooklyn";"Bushwick";40.70304;-73.91694;"Private room";60;1;21;3;78
0.91;"Clean & Nice & Affordable 3-P Room/Private Bath";"Ling";"Brooklyn";"Borough Park";40.63529;-74.00618;"Private room";48;1;2;7;169
2.0;"Luxury Entire 3Bedroom Apartment near Downtown bk.";"Gabriel";"Brooklyn";"Crown Heights";40.6776;-73.95447;"Entire home/apt";350;3;8;1;283
0.18;"Sunny Bedstuy apartment";"Tega";"Brooklyn";"Bedford-Stuyvesant";40.69033;-73.94848;"Entire home/apt";90;5;1;1;1
0.47;"Private room in a quiet apartment";"Yemi";"Queens";"Rosedale";40.65433;-73.73638;"Private room";35;1;3;3;46
1.76;"Quiet One-Bedroom in Williamsburg Close to Subway";"Ale And Tom";"Brooklyn";"Williamsburg";40.70627;-73.95484;"Entire home/apt";85;2;11;1;237
2.45;"SIMPLEHOME";"Alona";"Queens";"Long Island City";40.75606;-73.93234;"Entire home/apt";93;1;16;2;181
0.67;"HUGE room in Grammercy";"Alyona";"Manhattan";"Kips Bay";40.73885;-73.97938;"Private room";150;1;1;2;157
0.63;"Apartment share close to train station";"Anchor";"Brooklyn";"Bedford-Stuyvesant";40.67862;-73.91233;"Shared room";27;1;4;17;89
0.0;"Stylish & Spacious Private Room + Bath in Bed-Stuy";"Alejandra";"Brooklyn";"Bedford-Stuyvesant";40.68441;-73.94632;"Private room";100;2;0;1;31
1.97;"Easy commute apartment next to subway";"Anchor";"Brooklyn";"Bedford-Stuyvesant";40.67877;-73.91227;"Shared room";35;1;9;17;88
4.49;"Sweet Spot! 2 rooms w/ PRIVATE ENTRANCE in BK!";"Siji";"Brooklyn";"East Flatbush";40.64168;-73.95026;"Private room";59;2;16;1;13
0.35;"Comfortable Classy Apartment";"Avi";"Brooklyn";"Midwood";40.61708;-73.95559;"Entire home/apt";120;1;2;1;126
5.51;"Best price-City College-1 train 20 min. Times Sq.";"Sait";"Manhattan";"Harlem";40.81818;-73.95506;"Shared room";50;1;27;1;98
1.37;"Three bedrooms house";"Linda";"Staten Island";"Arrochar";40.58796;-74.07205;"Private room";65;1;8;2;362
5.71;"Entire Luxurious private Studio Near LGA Airport";"Mili";"Queens";"East Elmhurst";40.75812;-73.87195;"Entire home/apt";80;1;36;5;150
0.95;"Cozy Room 2 in Brooklyn";"Olabimpe";"Brooklyn";"Bedford-Stuyvesant";40.68966;-73.92946;"Private room";65;3;5;4;161
0.0;"Big Private Room in Manhattan";"Poli";"Manhattan";"Washington Heights";40.8331;-73.94007;"Private room";110;3;0;1;89
0.42;"Astoria Entire apartment";"Janna";"Queens";"Ditmars Steinway";40.77638;-73.91308;"Entire home/apt";85;40;2;2;85
0.7;"Tribeca Treasure";"Juliet";"Manhattan";"SoHo";40.71973;-74.00232;"Entire home/apt";288;3;4;1;87
7.14;"幸�?�?屋";"David";"Staten Island";"South Beach";40.59164;-74.08197;"Private room";55;1;10;1;363
5.09;"Modern King-Bed Private room and en-suite Bathroom";"April";"Brooklyn";"Bedford-Stuyvesant";40.69038;-73.95953;"Private room";112;1;29;1;84
0.0;"Yellow submarine";"Galina";"Brooklyn";"Bedford-Stuyvesant";40.69032;-73.92437;"Private room";59;2;0;1;10
0.0;"Cozy Studio Apartment in the Heart of Williamsburg";"Olivia";"Brooklyn";"Williamsburg";40.71881;-73.95369;"Entire home/apt";175;2;0;1;24
1.17;"Cozy room near Prospect Park";"Zach Williams";"Brooklyn";"Flatbush";40.65051;-73.95586;"Private room";35;4;7;1;20
7.36;"Beauty In The East-Mins to Subway/JFK/LGA/Manhatta";"Victoria";"Brooklyn";"East New York";40.65905;-73.8976;"Entire home/apt";150;1;13;1;89
0.16;"Private Room @ Floasis Art Collective in Bushwick!";"Rachel";"Brooklyn";"Bushwick";40.69738;-73.92432;"Private room";61;2;1;1;307
0.0;"Astoria 320square feet room!!:)";"Abram";"Queens";"Astoria";40.77607;-73.92876;"Private room";70;2;0;2;310
0.0;"Private Room with exposed bricks at East Village";"Gia";"Manhattan";"East Village";40.7297;-73.97995;"Private room";169;3;0;2;14
1.46;"One Bedroom Apartment in the Heart of East Village";"Maira";"Manhattan";"East Village";40.73017;-73.98668;"Entire home/apt";130;1;4;2;120
0.32;"Beautiful, sunlit bedroom in Brooklyn";"Mike";"Brooklyn";"Greenpoint";40.72663;-73.93819;"Private room";70;7;2;2;63
2.57;"Beautiful Brooklyn Home";"Serena";"Brooklyn";"Bushwick";40.70267;-73.92751;"Private room";55;2;16;1;2
4.86;"10 min subway to Time Square Sunny 1BR";"Xi";"Queens";"Long Island City";40.7505;-73.94381;"Entire home/apt";200;1;29;1;148
3.21;"Private Room in 2BR East Village Apartment";"Chad";"Manhattan";"East Village";40.72373;-73.97534;"Private room";100;1;17;1;73
1.65;"Magnificent 5 Bedroom Brooklyn Townhouse";"Ilsa";"Brooklyn";"Prospect Heights";40.68187;-73.97075;"Entire home/apt";1750;2;5;1;358
5.75;"Brooklyn home with a view";"Emilie";"Brooklyn";"Kensington";40.64029;-73.97265;"Private room";35;1;37;1;97
3.57;"Industrialized in the City (1 guest only)";"Leah";"Brooklyn";"East Flatbush";40.64206;-73.94059;"Private room";50;2;17;4;318
3.21;"Studio with Historic Charm in South Harlem";"Olga";"Manhattan";"Harlem";40.80456;-73.95033;"Entire home/apt";115;3;15;2;116
6.17;"Charming 2Br in the middle of LES, SoHo";"Joey";"Manhattan";"Lower East Side";40.72181;-73.98946;"Entire home/apt";250;1;36;1;10
2.46;"Private Room With Private En-Suite Bathroom";"Maria";"Brooklyn";"Bedford-Stuyvesant";40.68587;-73.95221;"Private room";60;3;14;1;9
3.1;"Artists Home and Studio in Gramercy Park 2";"E. Adam";"Manhattan";"Gramercy";40.73583;-73.98037;"Entire home/apt";155;3;18;1;70
0.99;"Private House next to JFK";"Victor";"Queens";"Ozone Park";40.68695;-73.84101;"Entire home/apt";188;2;5;1;344
0.16;"2 min walk to Times Square!!!";"Baha";"Manhattan";"Hell's Kitchen";40.75982;-73.99066;"Entire home/apt";205;4;1;1;1
2.22;"Master Bedroom in Luxury Building";"Stivan";"Brooklyn";"Bushwick";40.69933;-73.92886;"Private room";185;1;14;1;37
0.76;"500 sqft Art Deco Empire State and Hudson  views";"Michael";"Manhattan";"Chelsea";40.7411;-73.99669;"Private room";200;4;2;1;365
0.0;"NYC at your fingertips! Shopping, the Arts & more!";"Kagle";"Brooklyn";"Fort Greene";40.68674;-73.97618;"Entire home/apt";144;3;0;1;92
10.0;"JFK Airport Great place to stay 6 minutes away";"Lakshmee";"Queens";"Jamaica";40.66823;-73.78374;"Shared room";40;1;65;8;346
5.16;"Botanical Bedstuy";"Phi";"Brooklyn";"Bedford-Stuyvesant";40.68655;-73.92112;"Entire home/apt";125;2;32;1;57
2.47;"Totally Renovated Plush loft apartment";"Hugo";"Brooklyn";"Cypress Hills";40.68392;-73.8693;"Entire home/apt";195;4;7;1;136
2.73;"Cozy Room 1 in Brooklyn";"Olabimpe";"Brooklyn";"Bedford-Stuyvesant";40.69088;-73.92983;"Private room";65;3;11;4;164
1.46;"Cozy Modern Getaway 30 mins from Manhattan (1Bdrm)";"Beverline";"Bronx";"East Morrisania";40.8296;-73.88971;"Private room";125;1;9;3;80
0.6;"A Girls Only Charming living room!!";"Vicky";"Brooklyn";"Kensington";40.63981;-73.97165;"Shared room";45;1;2;2;22
1.79;"Cozy Room 3 in Brooklyn";"Olabimpe";"Brooklyn";"Bedford-Stuyvesant";40.68931;-73.93131;"Private room";65;3;9;4;126
0.32;"1000 Sq Ft HUGE apartment with Empire State views.";"Josh";"Manhattan";"Kips Bay";40.74061;-73.98063;"Entire home/apt";450;1;2;1;89
2.32;"Prime East Village location! 2 bed/1 bath";"Todd";"Manhattan";"East Village";40.72685;-73.9837;"Entire home/apt";299;3;13;1;212
0.0;"Spacious North Williamsburg 1 Bedroom w/ Yard";"Gabe";"Brooklyn";"Williamsburg";40.7208;-73.96022;"Entire home/apt";150;7;0;1;249
4.97;"Luxurious Boutique Studio Red Hook Brooklyn";"Tom";"Brooklyn";"Red Hook";40.67746;-74.01392;"Entire home/apt";99;1;29;2;273
1.1;"Pvt Single Room Occupancy Near JFK 6 mi/LGA 10 mi";"Kafayat";"Queens";"St. Albans";40.70541;-73.75037;"Private room";30;2;7;4;6
2.06;"Pvt Room for Two Near JFK 6 mi/ LGA 10 mi- Olive";"Kafayat";"Queens";"Queens Village";40.70533;-73.7485;"Private room";38;2;13;4;6
0.48;"Bright, Luxury Executive Studio";"Sean";"Manhattan";"Hell's Kitchen";40.76156;-73.99342;"Entire home/apt";150;45;1;1;56
0.0;"3 bedroom apartment for your perfect stay";"Sammy";"Brooklyn";"Midwood";40.62532;-73.96286;"Entire home/apt";250;3;0;1;101
2.68;"Historic District Brownstone 35 min from Midtown";"Eric";"Brooklyn";"Crown Heights";40.67317;-73.94104;"Private room";80;2;14;2;78
0.65;"Watson’s Loft";"Brandon";"Queens";"Forest Hills";40.72186;-73.85601;"Private room";70;1;4;1;134
1.95;"Brooklyn Retreat";"Winston";"Brooklyn";"East Flatbush";40.65546;-73.92031;"Entire home/apt";300;2;12;1;352
2.15;"Purple Palace";"Emily";"Brooklyn";"Bushwick";40.69388;-73.92974;"Private room";39;1;13;1;89
3.0;"Nice Private Room w/ 2 Beds";"Mayra";"Manhattan";"Washington Heights";40.83414;-73.9438;"Private room";70;3;10;1;39
0.76;"Luxury Apartment with Statue of Liberty view";"Mina";"Manhattan";"Battery Park City";40.7077;-74.01555;"Entire home/apt";300;1;3;1;363
2.92;"Beautiful Modern Lower East Side Apartment!";"Katie";"Manhattan";"Lower East Side";40.72176;-73.99218;"Entire home/apt";199;2;18;1;16
1.23;"Room in Bensonhurst";"Jaime";"Brooklyn";"Bensonhurst";40.61355;-73.99648;"Private room";25;5;7;2;175
1.86;"Midtown East 2 bedroom apartment";"Tanya";"Manhattan";"Midtown";40.75376;-73.96669;"Entire home/apt";350;3;10;1;207
6.38;"Cozy private bedroom close to train and Manhattan";"Tylor";"Bronx";"Mott Haven";40.81331;-73.92765;"Private room";60;1;30;2;333
4.25;"Modern comforts";"Tim";"Brooklyn";"East Flatbush";40.65079;-73.92527;"Entire home/apt";125;3;15;2;227
0.97;"APT-2:Room 1";"Mo";"Brooklyn";"Brownsville";40.66313;-73.91653;"Private room";81;1;4;2;36
0.16;"Great Manhattan Apartment, Near ALL! Quiet!";"David";"Manhattan";"Upper East Side";40.77711;-73.95059;"Entire home/apt";219;6;1;1;39
0.21;"Shared male Room on Manhattan! Amazing view! II";"Max";"Manhattan";"Lower East Side";40.70991;-73.98835;"Shared room";35;14;1;28;320
0.0;"Nice, cozy and fresh male room on Manhattan III";"Max";"Manhattan";"Lower East Side";40.71112;-73.98691;"Shared room";32;14;0;28;342
0.0;"Shared male room on Manhattan with crazy view! I";"Max";"Manhattan";"Lower East Side";40.71113;-73.98667;"Shared room";35;14;0;28;321
0.0;"Amazing cozy and warm male room on Manhattan IV";"Max";"Manhattan";"Lower East Side";40.71124;-73.98687;"Shared room";35;14;0;28;322
0.93;"Private and cozy room";"Yemi";"Queens";"Rosedale";40.6528;-73.73627;"Private room";40;1;6;3;56
0.26;"Best Apartment in Manhattan Central Park";"Milena";"Manhattan";"Upper East Side";40.76756;-73.95643;"Entire home/apt";215;2;1;2;265
1.4;"One bedroom apartment";"Eddy";"Queens";"Ridgewood";40.70632;-73.91182;"Entire home/apt";75;1;9;3;132
0.0;"Close to all NYC attraction, easy access";"Karina";"Manhattan";"Morningside Heights";40.80206;-73.95949;"Private room";150;3;0;1;364
0.4;"Tribeca Loft";"Jon";"Manhattan";"Tribeca";40.71943;-74.00435;"Entire home/apt";1000;1;2;3;38
0.93;"Charming Private Room Near Central Park";"Lugao";"Manhattan";"Upper West Side";40.79721;-73.96875;"Private room";99;2;6;3;49
0.0;"East Village Peaceful Perfect One Bedroom";"Catalina";"Manhattan";"East Village";40.72722;-73.98383;"Entire home/apt";210;7;0;2;235
3.17;"TOURISTS DREAM - Room steps from Grand Central";"Ana";"Manhattan";"Midtown";40.75017;-73.97241;"Private room";250;2;20;1;1
0.0;"Heart of Brooklyn 1 Bedroom in 2 bdr apt.";"Thomas";"Brooklyn";"Clinton Hill";40.68457;-73.96605;"Private room";59;3;0;2;179
0.0;"Amazing BR w/ Private Bath near subway & Manhattan";"Kazuya";"Queens";"Woodside";40.74524;-73.90637;"Private room";70;30;0;103;269
0.0;"Furnished room in beautiful spacious duplex";"Mariana";"Brooklyn";"Williamsburg";40.71198;-73.94807;"Private room";125;30;0;1;340
0.0;"LARGE ROOM 15 TO MANHATTAN";"Lucky";"Queens";"Rego Park";40.73097;-73.85736;"Private room";88;1;0;3;188
0.63;"cozy massive room for January";"Niccolo";"Brooklyn";"Bushwick";40.69547;-73.91941;"Private room";60;1;4;1;220
3.0;"Luxury private whole apartment 6 people Bushwick!!";"Kamaran";"Brooklyn";"Bedford-Stuyvesant";40.68382;-73.91467;"Entire home/apt";97;2;19;2;340
1.7;"Sunny bedroom pvt entrance close to Times Sq. 62F";"John";"Manhattan";"Hell's Kitchen";40.75518;-73.99568;"Private room";99;7;6;47;321
0.0;"Amazing cozy and warm male room on Manhattan IV";"Sultan";"Manhattan";"Lower East Side";40.71013;-73.98822;"Shared room";35;14;0;4;334
4.69;"Beautiful Brooklyn Apartment";"Nick & D.";"Brooklyn";"East Flatbush";40.6434;-73.94738;"Entire home/apt";156;2;30;5;21
0.0;"A Home just like Home!!!";"Daisy";"Bronx";"Mott Haven";40.81185;-73.91625;"Entire home/apt";100;1;0;1;173
5.0;"Little Belaire";"Ursula";"Brooklyn";"Windsor Terrace";40.6579;-73.98101;"Entire home/apt";99;2;18;1;32
2.66;"Tranquil, Cozy, Comfy Cottage.";"Julie";"Bronx";"City Island";40.85746;-73.79056;"Entire home/apt";175;2;14;1;79
2.37;"Relaxing and convenient shared room in UES";"Mohammed";"Manhattan";"Upper East Side";40.76939;-73.95436;"Shared room";35;1;14;3;22
0.0;"Bebop & Swing Space";"Nikki Jo";"Brooklyn";"Bedford-Stuyvesant";40.68066;-73.93281;"Entire home/apt";200;2;0;1;22
0.41;"Williamsburg  Duplex Loft of Lorimer L";"D";"Brooklyn";"Williamsburg";40.71462;-73.95278;"Entire home/apt";180;3;2;2;24
1.8;"Cozy ✨LARGE BED✨ In the heart of NYC!";"Jules";"Manhattan";"Hell's Kitchen";40.76878;-73.98737;"Entire home/apt";200;4;10;1;80
1.28;"Marion Manor";"Déon";"Brooklyn";"Bedford-Stuyvesant";40.68092;-73.92045;"Entire home/apt";195;2;4;1;301
6.42;"Single Room in Upper East Side, near Central Park";"A. Nicholas";"Manhattan";"Upper East Side";40.7658;-73.95812;"Private room";50;1;37;4;22
0.27;"Brilliant BR w/ Private Bath near LGA & Manhattan";"Kazuya";"Queens";"Woodside";40.74451;-73.90782;"Private room";60;30;1;103;209
0.96;"Cozy bedroom with balcony. 25min TimeSquare";"Roxanna";"Queens";"Rego Park";40.7211;-73.85968;"Private room";45;1;4;1;97
2.22;"Private comfortable bedroom,  25min to TimeSquare";"Roxanna";"Queens";"Rego Park";40.71952;-73.85839;"Private room";55;1;14;1;286
4.15;"Charming garden level apt in Brooklyn Townhouse";"Ferris";"Brooklyn";"Bedford-Stuyvesant";40.68483;-73.94745;"Entire home/apt";90;3;17;1;91
0.41;"Spacious Room Close to Subway & Central Park";"Kazuya";"Manhattan";"Harlem";40.81221;-73.94225;"Private room";47;30;1;103;228
0.16;"Beautiful shared apartment";"KImberly";"Queens";"Elmhurst";40.73457;-73.87211;"Shared room";65;2;1;3;365
2.4;"Bright and Cozy";"Modupe";"Queens";"Springfield Gardens";40.68941;-73.75116;"Private room";42;2;12;3;365
1.56;"Cozy JFK";"Modupe";"Queens";"St. Albans";40.68985;-73.75265;"Private room";42;4;10;3;189
1.42;"Very Clean and Very Large";"Carlos";"Manhattan";"Washington Heights";40.84258;-73.93789;"Private room";100;30;9;2;365
0.32;"Comfy Private bedroom with balcony.25mnTimeSquare";"Roxanna";"Queens";"Rego Park";40.72045;-73.85782;"Private room";45;1;2;1;217
0.57;"Brooklyn apt 10 minutes to Manhattan by subway";"Alan";"Brooklyn";"Bedford-Stuyvesant";40.68093;-73.94922;"Private room";20;10;3;2;17
0.29;"Blue Studio in Hamilton Heights";"Marcia";"Manhattan";"Harlem";40.82865;-73.95069;"Private room";70;3;1;2;347
3.97;"DUPLEX BIG BIG APARTMENT IN BEAUTIFUL NOHO";"Jenny";"Manhattan";"East Village";40.73071;-73.98858;"Entire home/apt";478;3;25;1;148
0.0;"Clean comfortable room";"Wendy";"Brooklyn";"East Flatbush";40.63383;-73.94175;"Private room";150;1;0;1;90
2.65;"Luxury apartment in queens";"Jason";"Queens";"Elmhurst";40.73429;-73.87237;"Entire home/apt";400;2;15;1;34
1.01;"NY HUDSON YARD DOUBLE ROOM";"Hudson River Hotel";"Manhattan";"Hell's Kitchen";40.75495;-73.99825;"Private room";209;1;6;8;88
3.67;"Quite and comfortable shared room in UES";"Mohammed";"Manhattan";"Upper East Side";40.77096;-73.95512;"Shared room";30;1;23;3;13
0.0;"Nice room only 3 mins walk to subway";"Noofai";"Queens";"Elmhurst";40.74272;-73.89013;"Private room";200;1;0;1;177
1.3;"Park Slope Brownstone Garden Apartment";"Thatcher";"Brooklyn";"Park Slope";40.67071;-73.9792;"Entire home/apt";205;2;4;1;203
3.16;"Hey, It's Brooklyn, JUST BE YOU.";"Lynda";"Brooklyn";"Windsor Terrace";40.65224;-73.9762;"Private room";85;1;18;1;168
3.37;"Very Clean, Cozy 2 Bedrooms near Central Park";"Zhaoxi";"Manhattan";"Hell's Kitchen";40.76807;-73.98508;"Entire home/apt";365;2;19;1;28
3.11;"Prime Williamsburg Duplex Loft Off Lorimer L";"D";"Brooklyn";"Williamsburg";40.71315;-73.95411;"Private room";65;2;17;2;26
2.0;"Large and centrally located Brooklyn room w/ Roof!";"Tyler";"Brooklyn";"Bedford-Stuyvesant";40.69019;-73.9248;"Private room";60;2;2;1;151
2.53;"Haven for your Brooklyn Family/Friends Vacation!";"Melanie";"Brooklyn";"Prospect-Lefferts Gardens";40.66069;-73.94732;"Entire home/apt";120;2;15;1;20
1.89;"New York Private Room with a View";"Marcia";"Manhattan";"Harlem";40.82765;-73.95012;"Private room";80;3;6;2;70
3.95;"Spacious 2 Bedrooms";"Farah";"Staten Island";"Tompkinsville";40.63489;-74.07967;"Private room";69;2;25;3;280
1.4;"Brooklyn apt 10 mins to Manhattan by subway";"Alan";"Brooklyn";"Bedford-Stuyvesant";40.67872;-73.94805;"Private room";20;10;8;2;38
0.47;"Private bedroom with back yard";"Chloe";"Brooklyn";"Bushwick";40.68475;-73.90918;"Entire home/apt";60;2;3;3;153
0.0;"1 bedroom in the East Village";"Daniella";"Manhattan";"East Village";40.72293;-73.98777;"Entire home/apt";143;30;0;1;57
2.07;"Curated East Village Apt";"Dana";"Manhattan";"East Village";40.72722;-73.97698;"Private room";115;2;12;1;33
1.05;"Cozy Loft Bedroom With lil Couch Underneath. =]";"Soft";"Bronx";"Melrose";40.81712;-73.9209;"Private room";100;1;3;1;150
4.55;"Sam and Mala's Place";"Samuel";"Queens";"South Ozone Park";40.67993;-73.81249;"Entire home/apt";72;3;29;2;293
0.69;"1 BR. Across from subway. 30m to city, 5m to park.";"Mitchell";"Brooklyn";"Flatbush";40.65075;-73.96267;"Entire home/apt";75;3;4;1;115
2.11;"Private room with TV and your own bath in NYC!";"Pamela";"Brooklyn";"Prospect-Lefferts Gardens";40.6583;-73.9514;"Private room";40;2;12;1;79
1.11;"1 bedroom / 1 bathroom in Bushwick, Brooklyn";"Annie";"Brooklyn";"Bushwick";40.68759;-73.90727;"Private room";79;3;7;1;69
1.95;"Private guest suite on magnificent Brooklyn block";"Reuven";"Brooklyn";"Crown Heights";40.66644;-73.94665;"Entire home/apt";130;2;10;2;96
2.28;"Bedroom in Bushwick!";"Lisa";"Brooklyn";"Bushwick";40.69984;-73.92163;"Private room";40;2;14;1;54
2.55;"Large, Bright Sunny Room in Bushwick near L train";"Xavier";"Brooklyn";"Bushwick";40.70293;-73.9265;"Private room";45;2;14;2;40
3.02;"Patty’s Home";"Rebeca";"Bronx";"Morris Heights";40.84613;-73.91668;"Entire home/apt";42;2;18;1;6
2.0;"Bay Ridge House near park and water";"Heather";"Brooklyn";"Bay Ridge";40.63936;-74.03164;"Entire home/apt";99;5;2;1;4
2.67;"Sunny and cozy bedroom with a private bathroom";"Hayon";"Brooklyn";"Bushwick";40.70406;-73.92578;"Private room";90;2;12;1;3
